match_id
BR1_2693061582
BR1_2702594033
BR1_2693883344
BR1_2694130193
BR1_2713145977
BR1_2705562056
BR1_2713539817
BR1_2707958164
BR1_2713184473
BR1_2709764791
BR1_2700655972
BR1_2694955342
BR1_2707022268
BR1_2700725078
BR1_2709233953
BR1_2692719121
BR1_2703669158
BR1_2706678600
BR1_2702673826
BR1_2709461795
BR1_2708967697
BR1_2711768755
BR1_2707234131
BR1_2712535694
BR1_2713059636
BR1_2695931622
BR1_2705303925
BR1_2704487996
BR1_2711422813
BR1_2712408540
BR1_2694845505
BR1_2700712359
BR1_2699104967
BR1_2696848903
BR1_2713488180
BR1_2704702306
BR1_2705958679
BR1_2702060840
BR1_2711080696
BR1_2689338337
BR1_2703706580
BR1_2702555056
BR1_2702955251
BR1_2701422267
BR1_2713901093
BR1_2713699910
BR1_2708281881
BR1_2701295060
BR1_2706260027
BR1_2700092006
BR1_2708682225
BR1_2710722649
BR1_2714198259
BR1_2706222888
BR1_2714618310
BR1_2708260983
BR1_2711519546
BR1_2702921134
BR1_2711638212
BR1_2703019307
BR1_2705844066
BR1_2701342079
BR1_2694475866
BR1_2715003105
BR1_2695421196
BR1_2705205667
BR1_2702472075
BR1_2695269489
BR1_2708240526
BR1_2709111690
BR1_2714367456
BR1_2708598888
BR1_2694192511
BR1_2707143021
BR1_2711231534
BR1_2709788641
BR1_2713290781
BR1_2701854688
BR1_2712817379
BR1_2710647599
BR1_2704848409
BR1_2709325872
BR1_2704585987
BR1_2705903389
BR1_2709002246
BR1_2713678613
BR1_2696475793
BR1_2711266640
BR1_2693378756
BR1_2714043309
BR1_2713505417
BR1_2709113072
BR1_2700091487
BR1_2697767582
BR1_2706784544
BR1_2695904319
BR1_2697642293
BR1_2702865023
BR1_2705746888
BR1_2698087277
BR1_2709913871
BR1_2703626444
BR1_2705861765
BR1_2712133711
BR1_2692439466
BR1_2711900113
BR1_2714450829
BR1_2698719874
BR1_2711927529
BR1_2694711271
BR1_2695756160
BR1_2692818751
BR1_2710979665
BR1_2711318513
BR1_2705672931
BR1_2715100529
BR1_2713591283
BR1_2696595406
BR1_2712332785
BR1_2711662765
BR1_2695775650
BR1_2698990072
BR1_2697228600
BR1_2709150866
BR1_2699441674
BR1_2694573696
BR1_2705939959
BR1_2714681133
BR1_2691508691
BR1_2711422020
BR1_2695885572
BR1_2710381118
BR1_2709885960
BR1_2714785722
BR1_2708683707
BR1_2708138363
BR1_2702691989
BR1_2703719272
BR1_2711432372
BR1_2692839833
BR1_2692862474
BR1_2695060338
BR1_2708238409
BR1_2698453048
BR1_2711585890
BR1_2703774369
BR1_2693823627
BR1_2705485193
BR1_2713284131
BR1_2705121355
BR1_2711945531
BR1_2699676444
BR1_2706633919
BR1_2708962693
BR1_2706171841
BR1_2701080047
BR1_2708503547
BR1_2686853131
BR1_2713066954
BR1_2706944283
BR1_2693278242
BR1_2703126911
BR1_2691283780
BR1_2714924005
BR1_2712810402
BR1_2712512816
BR1_2712530772
BR1_2710064119
BR1_2699426643
BR1_2708685093
BR1_2700151677
BR1_2705194734
BR1_2708133136
BR1_2695035713
BR1_2705542969
BR1_2703765961
BR1_2705560416
BR1_2708473552
BR1_2701894085
BR1_2705249319
BR1_2703394132
BR1_2705702765
BR1_2709530753
BR1_2712805859
BR1_2711442569
BR1_2697651009
BR1_2707912042
BR1_2698140771
BR1_2712517708
BR1_2703388681
BR1_2697127641
BR1_2681762241
BR1_2705315843
BR1_2700346909
BR1_2699919649
BR1_2711560386
BR1_2704819275
BR1_2693346585
BR1_2708423432
BR1_2704298312
BR1_2696835635
BR1_2714194426
BR1_2713115118
BR1_2700198373
BR1_2712774798
BR1_2713022473
BR1_2693140419
BR1_2708895513
BR1_2705551624
BR1_2707138927
BR1_2714065245
BR1_2697750695
BR1_2686540558
BR1_2711878539
BR1_2682928975
BR1_2702724490
BR1_2713966220
BR1_2708290057
BR1_2695801054
BR1_2708163858
BR1_2701759523
BR1_2690834825
BR1_2698609143
BR1_2714538232
BR1_2713567217
BR1_2692382022
BR1_2708623049
BR1_2706953228
BR1_2704865377
BR1_2701419517
BR1_2690926008
BR1_2709963166
BR1_2684244467
BR1_2710025445
BR1_2714573568
BR1_2700566742
BR1_2707514288
BR1_2687981035
BR1_2666257099
BR1_2688634876
BR1_2709668853
BR1_2703502255
BR1_2713771351
BR1_2711967603
BR1_2709779461
BR1_2705534373
BR1_2703152074
BR1_2710727769
BR1_2692745736
